domain,page_url,found_type,value,anchor_text,context_snippet,relevance_score,status_code,note,detected_language,language_confidence
letelegramme.fr,https://www.letelegramme.fr/,link,https://mon-compte.letelegramme.fr/contact/?objet=${objectCode},Résilier mon abonnement,"ewsletters La Matinale Tous les matins à 8h, l’essentiel de l’actualité Adresse e-mail Nos autres newsletters S'abonner Résilier mon abonnement Qui sommes-nous ? Mentions légales CGU CGV Confidentialité Gérer les cookies Gérer Utiq Plan du site Contact Newsletter",60,200,keyword_link,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,link,https://privacy.letelegramme.fr/fr/policy,Confidentialité,lité Adresse e-mail Nos autres newsletters S'abonner Résilier mon abonnement Qui sommes-nous ? Mentions légales CGU CGV Confidentialité Gérer les cookies Gérer Utiq Plan du site Contact Newsletters Visite virtuelle Recrutement Media et Pro Le Télégramme B,60,200,keyword_link,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,link,https://mon-compte.letelegramme.fr/contact/,Contact,ier mon abonnement Qui sommes-nous ? Mentions légales CGU CGV Confidentialité Gérer les cookies Gérer Utiq Plan du site Contact Newsletters Visite virtuelle Recrutement Media et Pro Le Télégramme Blog du Modérateur Bretagne Magazine Bretagne March,60,200,keyword_link,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,email,badge-appStore@2x.aad1c225.png,,,60,200,text_email,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,email,badge-playStore@2x.a6b86ff6.png,,,60,200,text_email,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,link,https://mon-compte.letelegramme.fr/contact/?objet=${objectCode},Résilier mon abonnement,"ewsletters La Matinale Tous les matins à 8h, l’essentiel de l’actualité Adresse e-mail Nos autres newsletters S'abonner Résilier mon abonnement Qui sommes-nous ? Mentions légales CGU CGV Confidentialité Gérer les cookies Gérer Utiq Plan du site Contact Newsletter",60,200,keyword_link,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,link,https://privacy.letelegramme.fr/fr/policy,Confidentialité,lité Adresse e-mail Nos autres newsletters S'abonner Résilier mon abonnement Qui sommes-nous ? Mentions légales CGU CGV Confidentialité Gérer les cookies Gérer Utiq Plan du site Contact Newsletters Visite virtuelle Recrutement Media et Pro Le Télégramme B,60,200,keyword_link,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,link,https://mon-compte.letelegramme.fr/contact/,Contact,ier mon abonnement Qui sommes-nous ? Mentions légales CGU CGV Confidentialité Gérer les cookies Gérer Utiq Plan du site Contact Newsletters Visite virtuelle Recrutement Media et Pro Le Télégramme Blog du Modérateur Bretagne Magazine Bretagne March,60,200,keyword_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,contact.est@evelyne.fr,,"ité evelyne rue du Mas de Grille, à Saint-Jean-de-Védas Téléphone 04 3000 7000 Site : https://www.evelyne.fr/ Contact : contact.est@evelyne.fr Vous êtes professionnel et souhaitez communiquer et diffuser une publicité ? : contactez-nous au 04 3000 7000, du lundi",100,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,contact.est@evelyne.fr,contact.est@evelyne.fr,"ité evelyne rue du Mas de Grille, à Saint-Jean-de-Védas Téléphone 04 3000 7000 Site : https://www.evelyne.fr/ Contact : contact.est@evelyne.fr Vous êtes professionnel et souhaitez communiquer et diffuser une publicité ? : contactez-nous au 04 3000 7000, du lundi",100,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/,link,https://www.midilibre.fr/page/contactez-nous,Contactez-nous,caux Boutique Midi Libre Groupe La Dépêche Mentions légales Données personnelles Cookies Publicité Charte de modération Contactez-nous Plan du site CGU www.midilibre.fr © 2026,60,200,keyword_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.region@midilibre.com,,nonce sur : http://www.midilibre-annonces.com/ ou écrivez-nous à : contact.est@evelyne.fr Rédaction Rédaction régionale redac.region@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midi,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.chef@midilibre.com,,/ ou écrivez-nous à : contact.est@evelyne.fr Rédaction Rédaction régionale redac.region@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.photo@midilibre.com,,.fr Rédaction Rédaction régionale redac.region@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@m,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.sports@midilibre.com,,ion@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze reda,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.agde@midilibre.com,,ilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.ales@midilibre.com,,idilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève m,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.bagnols@midilibre.com,,.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lune,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.beziers@midilibre.com,,re.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@mi,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,midilibrelodeve@midilibre.com,,m Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midil,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.lunel@midilibre.com,,ilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montp,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.mende@midilibre.com,,@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.millau@midilibre.com,,deve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Réd,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.montpellier@midilibre.com,,dilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,agglo.montpellier@midilibre.com,,n Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.se,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.nimes@midilibre.com,,ntpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,villages.nimes@midilibre.com,,Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-Avignon redac.villeneuvelezavignon@midilibre.com En di,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.sete@midilibre.com,,ibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-Avignon redac.villeneuvelezavignon@midilibre.com En direct 06h51 Education. Portes ouvertes du,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,email,redac.villeneuvelezavignon@midilibre.com,,on Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-Avignon redac.villeneuvelezavignon@midilibre.com En direct 06h51 Education. Portes ouvertes du pôle d’enseignement supérieur : un enjeu crucial pour l’avenir des jeunes,60,200,text_email,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.region@midilibre.com,redac.region@midilibre.com,nonce sur : http://www.midilibre-annonces.com/ ou écrivez-nous à : contact.est@evelyne.fr Rédaction Rédaction régionale redac.region@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midi,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.chef@midilibre.com,redac.chef@midilibre.com,/ ou écrivez-nous à : contact.est@evelyne.fr Rédaction Rédaction régionale redac.region@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.photo@midilibre.com,redac.photo@midilibre.com,.fr Rédaction Rédaction régionale redac.region@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@m,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.sports@midilibre.com,redac.sports@midilibre.com,ion@midilibre.com Rédaction en chef redac.chef@midilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze reda,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.agde@midilibre.com,redac.agde@midilibre.com,ilibre.com Rédaction photo redac.photo@midilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.ales@midilibre.com,redac.ales@midilibre.com,idilibre.com Rédaction sports redac.sports@midilibre.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève m,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.bagnols@midilibre.com,redac.bagnols@midilibre.com,.com Agences Rédaction Agde redac.agde@midilibre.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lune,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.beziers@midilibre.com,redac.beziers@midilibre.com,re.com Rédaction Alès redac.ales@midilibre.com Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@mi,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,midilibrelodeve@midilibre.com,midilibrelodeve@midilibre.com,m Rédaction Bagnols-sur-Cèze redac.bagnols@midilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midil,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.lunel@midilibre.com,redac.lunel@midilibre.com,ilibre.com Rédaction Béziers redac.beziers@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montp,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.mende@midilibre.com,redac.mende@midilibre.com,@midilibre.com Rédaction Lodève midilibrelodeve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.millau@midilibre.com,redac.millau@midilibre.com,deve@midilibre.com Rédaction Lunel redac.lunel@midilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Réd,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.montpellier@midilibre.com,redac.montpellier@midilibre.com,dilibre.com Rédaction Mende redac.mende@midilibre.com Rédaction Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,agglo.montpellier@midilibre.com,agglo.montpellier@midilibre.com,n Millau redac.millau@midilibre.com Rédaction Montpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.se,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.nimes@midilibre.com,redac.nimes@midilibre.com,ntpellier redac.montpellier@midilibre.com Rédaction Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,villages.nimes@midilibre.com,villages.nimes@midilibre.com,Montpellier village agglo.montpellier@midilibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-Avignon redac.villeneuvelezavignon@midilibre.com En di,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.sete@midilibre.com,redac.sete@midilibre.com,ibre.com Rédaction Nîmes redac.nimes@midilibre.com Rédaction Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-Avignon redac.villeneuvelezavignon@midilibre.com En direct 06h51 Education. Portes ouvertes du,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,mailto,redac.villeneuvelezavignon@midilibre.com,redac.villeneuvelezavignon@midilibre.com,on Nîmes villages villages.nimes@midilibre.com Rédaction Sète redac.sete@midilibre.com Rédaction Villeneuve-lez-Avignon redac.villeneuvelezavignon@midilibre.com En direct 06h51 Education. Portes ouvertes du pôle d’enseignement supérieur : un enjeu crucial pour l’avenir des jeunes,60,200,mailto_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,link,https://profil.midilibre.fr/login/?SSO_Context=https%3A%2F%2Fwww.midilibre.fr%2Fpage%2Fcontactez-nous,Mon compte,ous contacter - midilibre.fr Ma ville Sport Faits divers Actu Loisirs Annonces Avis de décès Recherche Mon journal Menu Mon compte S'abonner Nous contacter MIDILIBRE Siège à Montpellier Rue du Mas de Grille 34430 Saint-Jean-de-Védas Abonnements Le Se,60,200,keyword_link,fr,0.5125
midilibre.fr,https://www.midilibre.fr/page/contactez-nous,link,https://aide-groupe.ladepeche.fr/knowledge,aide et contact,ent du Groupe La Dépêche du Midi est disponible du lundi au vendredi de 8h00 à 17h00 sans interruption. Notre Espace d' aide et contact est disponible 7/7 24/24h pour vous aiguiller dans votre demande de renseignement. Cher(e)s abonné(e)s nous vous invito,60,200,keyword_link,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,eberretta@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,egernelle@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,aarefi@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,jmalo@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,vmarinlameslee@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,pberry@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,tvigoureux@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,ggrallet@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,smahrane@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,rgubert@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,nbastuck@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,caubry@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,cdurand@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,mgardin@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,jfferro@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,adupuits@ext.lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,gkumcu@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,codb@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,jlwachthausen@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,oubertalli@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,jcordelier@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,mrevol@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,bparrino@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,detillymarine@hotmail.com,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,ymaroselli@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,gdenis@lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,email,ohertel@ext.lepoint.fr,,,60,200,text_email,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,link,https://www.lepoint.fr:443/html/contact/,Nous contacter,ndroid Le Point iOS Services L'info en continu Les newsletters Publicité Le Point certifié ACPM Événements Liens utiles Nous contacter Nos journalistes Archives FAQ Plan du site Syndication Suivez-nous Portail de la transparence Mentions légales CGU CGV,60,200,keyword_link,fr,0.5125
lepoint.fr,https://www.lepoint.fr:443/,link,https://www.lepoint.fr:443/html/politique-de-protection-donnees-personnelles/,Politique de protection des données à caractère personnel,z-nous Portail de la transparence Mentions légales CGU CGV Conditions générales d'un compte client Charte de modération Politique de protection des données à caractère personnel Gérer mes cookies,60,200,keyword_link,fr,0.5125
decathlon.fr,https://www.decathlon.fr/about,email,testezavantdacheter@decathlon.com,,,60,200,text_email,fr,0.5125
decathlon.fr,https://www.decathlon.fr/about,link,https://www.decathlon.fr/help/app/home,Aide / FAQ / Contact,es produits Conditions Générales Mentions légales Données personnelles Gestion des cookies Accessibilité : non conforme Aide / FAQ / Contact Signaler une vulnérabilité Rapport annuel de transparence * Tous les prix incluent la TVA plus les frais d'expédition.,60,200,keyword_link,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,contact.est@evelyne.fr,,"ité evelyne rue du Mas de Grille, à Saint-Jean-de-Védas Téléphone 04 3000 7000 Site : https://www.evelyne.fr/ Contact : contact.est@evelyne.fr Vous êtes professionnel et souhaitez communiquer et diffuser une publicité ? : contactez-nous au 04 3000 7000, du lundi",100,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,mailto,contact.est@evelyne.fr,contact.est@evelyne.fr,"ité evelyne rue du Mas de Grille, à Saint-Jean-de-Védas Téléphone 04 3000 7000 Site : https://www.evelyne.fr/ Contact : contact.est@evelyne.fr Vous êtes professionnel et souhaitez communiquer et diffuser une publicité ? : contactez-nous au 04 3000 7000, du lundi",100,200,mailto_link,fr,0.5125
lindependant.fr,https://www.lindependant.fr/,link,https://www.lindependant.fr/page/contactez-nous,Contactez-nous,t Découvrir Shopping High-tech Maison Mode Mentions légales Données personnelles Cookies Publicité Charte de modération Contactez-nous Plan du site CGU www.lindependant.fr © 2026,60,200,keyword_link,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redaction.web@lindependant.com,,nnonce sur : http://www.midilibre-annonces.com/ ou écrivez-nous à : contact.est@evelyne.fr Rédaction Rédaction internet redaction.web@lindependant.com Locale de Perpignan 2 boulevard des Pyrénées - 66 007 Perpignan Cedex Téléphone 04.68.64.87.77 Fax 04.68.51.87.47 redac,60,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redaction.perpignan@lindependant.com,,t.com Locale de Perpignan 2 boulevard des Pyrénées - 66 007 Perpignan Cedex Téléphone 04.68.64.87.77 Fax 04.68.51.87.47 redaction.perpignan@lindependant.com Locale de Carcassonne 2 rue Aimé-Ramond - 11000 Carcassonne Téléphone 04.68.10.52.52 Fax 04.68.10.52.53 redaction.carca,60,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redaction.carcassonne@lindependant.com,,independant.com Locale de Carcassonne 2 rue Aimé-Ramond - 11000 Carcassonne Téléphone 04.68.10.52.52 Fax 04.68.10.52.53 redaction.carcassonne@lindependant.com Locale de Narbonne 1 rue Marcelin-Coural - 11 100 Narbonne Téléphone 04.68.90.94.94 Fax 04.68.90.94. redaction.narbonne,60,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redaction.narbonne@lindependant.com,,e@lindependant.com Locale de Narbonne 1 rue Marcelin-Coural - 11 100 Narbonne Téléphone 04.68.90.94.94 Fax 04.68.90.94. redaction.narbonne@lindependant.com Agence de Paris 89 rue du Faubourg Saint-Honoré - 75 008 Paris Téléphone 01.44.71.80.44 Fax 01.44.71.80.46 redac.paris@,60,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redac.paris@midilibre.com,,ependant.com Agence de Paris 89 rue du Faubourg Saint-Honoré - 75 008 Paris Téléphone 01.44.71.80.44 Fax 01.44.71.80.46 redac.paris@midilibre.com Bureau de Céret 5 bd du Maréchal Joffre - 66 400 céret Téléphone 04.68.87.34.17 redaction.ceret@lindependant.com Bureau,60,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redaction.ceret@lindependant.com,,1.44.71.80.46 redac.paris@midilibre.com Bureau de Céret 5 bd du Maréchal Joffre - 66 400 céret Téléphone 04.68.87.34.17 redaction.ceret@lindependant.com Bureau de Prades 8 place de la République - 66 500 Prades Téléphone 04.68.05.20.91 redaction.prades@lindependant.com Bu,60,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redaction.prades@lindependant.com,,.17 redaction.ceret@lindependant.com Bureau de Prades 8 place de la République - 66 500 Prades Téléphone 04.68.05.20.91 redaction.prades@lindependant.com Bureau de Castelnaudary 31 rue du Maréchal Foch - 11 400 Castelnaudary Téléphone 04.68.60.59.79 ou 59.71 Fax 04.68.60.5,60,200,text_email,fr,0.5125
lindependant.fr,https://www.lindependant.fr/page/contactez-nous,email,redac.castelnaudary@lindependant.com,,au de Castelnaudary 31 rue du Maréchal Foch - 11 400 Castelnaudary Téléphone 04.68.60.59.79 ou 59.71 Fax 04.68.60.59.70 redac.castelnaudary@lindependant.com Bureau de Lézignan 37 cours Lapeyrouse - 11 200 Lézignan Téléphone 04.68.45.51.51 Fax 04.68.45.51.50 redac.lezignan@lin,60,200,text_email,fr,0.5125
